Leeds,tied,Tottenham,14/12/1996
Liverpool,beat,Middlesbrough,14/12/1996
Wimbledon,beat,Blackburn,14/12/1996
Sunderland,beat,Chelsea,15/12/1996
Everton,beat,Derby,16/12/1996
Coventry,beat,Newcastle,17/12/1996
Liverpool,beat,Nott'm Forest,17/12/1996
Sheffield Weds,tied,Man United,18/12/1996
Chelsea,beat,West Ham,21/12/1996
Everton,tied,Leeds,21/12/1996
Coventry,beat,Leicester,21/12/1996
Man United,beat,Sunderland,21/12/1996
Nott'm Forest,beat,Arsenal,21/12/1996
Southampton,beat,Derby,21/12/1996
Tottenham,tied,Sheffield Weds,21/12/1996
Aston Villa,beat,Wimbledon,22/12/1996
Newcastle,tied,Liverpool,23/12/1996
Chelsea,beat,Aston Villa,26/12/1996
Blackburn,beat,Newcastle,26/12/1996
Coventry,beat,Leeds,26/12/1996
Liverpool,tied,Leicester,26/12/1996
Middlesbrough,beat,Everton,26/12/1996
Man United,beat,Nott'm Forest,26/12/1996
Sheffield Weds,tied,Arsenal,26/12/1996
Sunderland,beat,Derby,26/12/1996
Tottenham,beat,Southampton,26/12/1996
Arsenal,tied,Aston Villa,28/12/1996
Chelsea,tied,Sheffield Weds,28/12/1996
Coventry,beat,Middlesbrough,28/12/1996
Derby,tied,Blackburn,28/12/1996
Wimbledon,beat,Everton,28/12/1996
Leicester,tied,Nott'm Forest,28/12/1996
Man United,beat,Leeds,28/12/1996
Newcastle,beat,Tottenham,28/12/1996
West Ham,beat,Sunderland,28/12/1996
Liverpool,beat,Southampton,29/12/1996
Arsenal,beat,Middlesbrough,01/01/1997
Chelsea,beat,Liverpool,01/01/1997
Coventry,tied,Sunderland,01/01/1997
Blackburn,beat,Everton,01/01/1997
Man United,tied,Aston Villa,01/01/1997
Newcastle,beat,Leeds,01/01/1997
Nott'm Forest,beat,West Ham,01/01/1997
Aston Villa,tied,Newcastle,11/01/1997
Blackburn,beat,Coventry,11/01/1997
Leeds,beat,Leicester,11/01/1997
Liverpool,tied,West Ham,11/01/1997
Southampton,beat,Middlesbrough,11/01/1997
Nott'm Forest,beat,Chelsea,11/01/1997
Sheffield Weds,beat,Everton,11/01/1997
Sunderland,beat,Arsenal,11/01/1997
Wimbledon,tied,Derby,11/01/1997
Man United,beat,Tottenham,12/01/1997
Chelsea,beat,Derby,18/01/1997
Man United,beat,Coventry,18/01/1997
Leicester,beat,Wimbledon,18/01/1997
Liverpool,beat,Aston Villa,18/01/1997
Middlesbrough,beat,Sheffield Weds,18/01/1997
Southampton,tied,Newcastle,18/01/1997
Sunderland,tied,Blackburn,18/01/1997
Arsenal,beat,Everton,19/01/1997
Nott'm Forest,beat,Tottenham,19/01/1997
Leeds,beat,West Ham,20/01/1997
Sheffield Weds,beat,Aston Villa,29/01/1997
Leeds,tied,Derby,29/01/1997
Leicester,tied,Sunderland,29/01/1997
Man United,beat,Wimbledon,29/01/1997
Newcastle,beat,Everton,29/01/1997
Coventry,beat,Nott'm Forest,29/01/1997
Tottenham,beat,Blackburn,29/01/1997
Arsenal,beat,West Ham,29/01/1997
Aston Villa,beat,Sunderland,01/02/1997
Blackburn,beat,West Ham,01/02/1997
Liverpool,beat,Derby,01/02/1997
Everton,beat,Nott'm Forest,01/02/1997
Leeds,tied,Arsenal,01/02/1997
Man United,beat,Southampton,01/02/1997
Sheffield Weds,tied,Coventry,01/02/1997
Chelsea,beat,Tottenham,01/02/1997
Wimbledon,tied,Middlesbrough,01/02/1997
Newcastle,beat,Leicester,02/02/1997
Derby,beat,West Ham,15/02/1997
Tottenham,tied,Arsenal,15/02/1997
Man United,beat,Arsenal,19/02/1997
Aston Villa,beat,Coventry,19/02/1997
Derby,tied,Sheffield Weds,19/02/1997
Liverpool,beat,Leeds,19/02/1997
Chelsea,tied,Man United,22/02/1997
Coventry,tied,Everton,22/02/1997
Leicester,beat,Derby,22/02/1997
Liverpool,tied,Blackburn,22/02/1997
Newcastle,beat,Middlesbrough,22/02/1997
Nott'm Forest,tied,Aston Villa,22/02/1997
Sheffield Weds,beat,Southampton,22/02/1997
Leeds,beat,Sunderland,22/02/1997
Wimbledon,beat,Arsenal,23/02/1997
West Ham,beat,Tottenham,24/02/1997
Southampton,tied,Wimbledon,26/02/1997
Blackburn,beat,Sunderland,01/03/1997
Derby,beat,Chelsea,01/03/1997
Arsenal,beat,Everton,01/03/1997
Leeds,beat,West Ham,01/03/1997
Man United,beat,Coventry,01/03/1997
Southampton,beat,Newcastle,01/03/1997
Sheffield Weds,beat,Middlesbrough,01/03/1997
Nott'm Forest,beat,Tottenham,01/03/1997
Leicester,beat,Wimbledon,01/03/1997
Aston Villa,beat,Liverpool,02/03/1997
Coventry,tied,Wimbledon,03/03/1997
Tottenham,beat,Sunderland,04/03/1997
Chelsea,tied,Blackburn,05/03/1997
Leicester,beat,Aston Villa,05/03/1997
Middlesbrough,beat,Derby,05/03/1997
Sheffield Weds,beat,Nott'm Forest,05/03/1997
Southampton,tied,Everton,05/03/1997
Arsenal,beat,Nott'm Forest,08/03/1997
Coventry,tied,Leicester,08/03/1997
Leeds,beat,Everton,08/03/1997
Sunderland,beat,Man United,08/03/1997
Liverpool,beat,Newcastle,10/03/1997
Blackburn,tied,Nott'm Forest,11/03/1997
Leeds,tied,Southampton,12/03/1997
Sheffield Weds,beat,Sunderland,12/03/1997
West Ham,beat,Chelsea,12/03/1997
Aston Villa,tied,West Ham,15/03/1997
Blackburn,beat,Wimbledon,15/03/1997
Everton,beat,Derby,15/03/1997
Middlesbrough,beat,Leicester,15/03/1997
Man United,beat,Sheffield Weds,15/03/1997
Newcastle,beat,Coventry,15/03/1997
Nott'm Forest,tied,Liverpool,15/03/1997
Arsenal,beat,Southampton,15/03/1997
Tottenham,beat,Leeds,15/03/1997
Chelsea,beat,Sunderland,16/03/1997
Wimbledon,tied,West Ham,18/03/1997
Chelsea,beat,Southampton,19/03/1997
Leicester,tied,Tottenham,19/03/1997
Middlesbrough,beat,Blackburn,19/03/1997
Aston Villa,beat,Blackburn,22/03/1997
West Ham,beat,Coventry,22/03/1997
Derby,beat,Tottenham,22/03/1997
Man United,beat,Everton,22/03/1997
Middlesbrough,beat,Chelsea,22/03/1997
Sheffield Weds,tied,Leeds,22/03/1997
Southampton,tied,Leicester,22/03/1997
Sunderland,tied,Nott'm Forest,22/03/1997
Wimbledon,tied,Newcastle,23/03/1997
Liverpool,beat,Arsenal,24/03/1997
Middlesbrough,tied,Nott'm Forest,24/03/1997
Aston Villa,beat,Everton,05/04/1997
Arsenal,beat,Chelsea,05/04/1997
Derby,beat,Man United,05/04/1997
Newcastle,tied,Sunderland,05/04/1997
Southampton,beat,Nott'm Forest,05/04/1997
Tottenham,beat,Wimbledon,05/04/1997
Coventry,beat,Liverpool,06/04/1997
Leeds,tied,Blackburn,07/04/1997
Coventry,beat,Chelsea,09/04/1997
Derby,tied,Southampton,09/04/1997
Everton,tied,Leicester,09/04/1997
Sheffield Weds,beat,Tottenham,09/04/1997
West Ham,tied,Middlesbrough,09/04/1997
Aston Villa,beat,Wimbledon,09/04/1997
Arsenal,beat,Leicester,12/04/1997
Man United,beat,Blackburn,12/04/1997
Derby,beat,Aston Villa,12/04/1997
Everton,beat,Tottenham,12/04/1997
Southampton,beat,West Ham,12/04/1997
Sheffield Weds,tied,Newcastle,13/04/1997
Liverpool,beat,Sunderland,13/04/1997
Everton,tied,Liverpool,16/04/1997
Newcastle,beat,Chelsea,16/04/1997
Wimbledon,beat,Leeds,16/04/1997
Arsenal,tied,Blackburn,19/04/1997
Aston Villa,tied,Tottenham,19/04/1997
Chelsea,beat,Leicester,19/04/1997
Man United,beat,Liverpool,19/04/1997
Sunderland,beat,Middlesbrough,19/04/1997
Newcastle,beat,Derby,19/04/1997
Nott'm Forest,tied,Leeds,19/04/1997
Sheffield Weds,beat,Wimbledon,19/04/1997
Southampton,tied,Coventry,19/04/1997
West Ham,tied,Everton,19/04/1997
Coventry,tied,Arsenal,21/04/1997
Blackburn,beat,Sheffield Weds,22/04/1997
Leeds,tied,Aston Villa,22/04/1997
Southampton,beat,Sunderland,22/04/1997
Chelsea,beat,Wimbledon,22/04/1997
Derby,tied,Nott'm Forest,23/04/1997
West Ham,beat,Leicester,23/04/1997
Tottenham,beat,Middlesbrough,24/04/1997
Newcastle,beat,Arsenal,03/05/1997
Chelsea,tied,Leeds,03/05/1997
Derby,beat,Coventry,03/05/1997
Leicester,tied,Man United,03/05/1997
Liverpool,beat,Tottenham,03/05/1997
Middlesbrough,beat,Aston Villa,03/05/1997
Nott'm Forest,tied,Wimbledon,03/05/1997
Southampton,beat,Blackburn,03/05/1997
Sunderland,beat,Everton,03/05/1997
West Ham,beat,Sheffield Weds,03/05/1997
Man United,tied,Middlesbrough,05/05/1997
West Ham,tied,Newcastle,06/05/1997
Wimbledon,beat,Liverpool,06/05/1997
Leicester,beat,Sheffield Weds,07/05/1997
Blackburn,tied,Middlesbrough,08/05/1997
Man United,tied,Newcastle,08/05/1997
Aston Villa,beat,Southampton,11/05/1997
Leicester,beat,Blackburn,11/05/1997
Arsenal,beat,Derby,11/05/1997
Chelsea,beat,Everton,11/05/1997
Leeds,tied,Middlesbrough,11/05/1997
Man United,beat,West Ham,11/05/1997
Newcastle,beat,Nott'm Forest,11/05/1997
Sheffield Weds,tied,Liverpool,11/05/1997
Coventry,beat,Tottenham,11/05/1997
Wimbledon,beat,Sunderland,11/05/1997
West Ham,beat,Barnsley,09/08/1997
Blackburn,beat,Derby,09/08/1997
Coventry,beat,Chelsea,09/08/1997
Crystal Palace,beat,Everton,09/08/1997
Leeds,tied,Arsenal,09/08/1997
Leicester,beat,Aston Villa,09/08/1997
Newcastle,beat,Sheffield Weds,09/08/1997
Bolton,beat,Southampton,09/08/1997
Wimbledon,tied,Liverpool,09/08/1997
Man United,beat,Tottenham,10/08/1997
Arsenal,beat,Coventry,11/08/1997
Barnsley,beat,Crystal Palace,12/08/1997
Blackburn,beat,Aston Villa,13/08/1997
Leicester,beat,Liverpool,13/08/1997
Man United,beat,Southampton,13/08/1997
Leeds,beat,Sheffield Weds,13/08/1997
West Ham,beat,Tottenham,13/08/1997
Blackburn,tied,Liverpool,23/08/1997
Coventry,tied,Bolton,23/08/1997
Everton,beat,West Ham,23/08/1997
Crystal Palace,beat,Leeds,23/08/1997
Leicester,tied,Man United,23/08/1997
Newcastle,beat,Aston Villa,23/08/1997
Arsenal,beat,Southampton,23/08/1997
Tottenham,beat,Derby,23/08/1997
Wimbledon,tied,Sheffield Weds,23/08/1997
Chelsea,beat,Barnsley,24/08/1997
Blackburn,beat,Sheffield Weds,25/08/1997
Liverpool,beat,Leeds,26/08/1997
Barnsley,beat,Bolton,27/08/1997
Coventry,tied,West Ham,27/08/1997
Man United,beat,Everton,27/08/1997
Leicester,tied,Arsenal,27/08/1997
Southampton,beat,Crystal Palace,27/08/1997
Tottenham,beat,Aston Villa,27/08/1997
Chelsea,beat,Wimbledon,27/08/1997
Arsenal,tied,Tottenham,30/08/1997
Aston Villa,beat,Leeds,30/08/1997
Chelsea,beat,Southampton,30/08/1997
Blackburn,beat,Crystal Palace,30/08/1997
Derby,beat,Barnsley,30/08/1997
Man United,beat,Coventry,30/08/1997
Sheffield Weds,beat,Leicester,30/08/1997
West Ham,beat,Wimbledon,30/08/1997
Bolton,tied,Everton,01/09/1997
Arsenal,beat,Bolton,13/09/1997
Aston Villa,beat,Barnsley,13/09/1997
Coventry,beat,Southampton,13/09/1997
Chelsea,beat,Crystal Palace,13/09/1997
Derby,beat,Everton,13/09/1997
Leicester,beat,Tottenham,13/09/1997
Liverpool,beat,Sheffield Weds,13/09/1997
Man United,beat,West Ham,13/09/1997
Wimbledon,beat,Newcastle,13/09/1997
Leeds,beat,Blackburn,14/09/1997
Aston Villa,beat,Derby,20/09/1997
Bolton,tied,Man United,20/09/1997
Everton,beat,Barnsley,20/09/1997
Leicester,beat,Leeds,20/09/1997
Sheffield Weds,tied,Coventry,20/09/1997
Southampton,tied,Liverpool,20/09/1997
Tottenham,tied,Blackburn,20/09/1997
Newcastle,beat,West Ham,20/09/1997
Crystal Palace,beat,Wimbledon,20/09/1997
Arsenal,beat,Chelsea,21/09/1997
Liverpool,beat,Aston Villa,22/09/1997
Bolton,tied,Tottenham,23/09/1997
Wimbledon,beat,Barnsley,23/09/1997
Arsenal,beat,West Ham,24/09/1997
Coventry,tied,Crystal Palace,24/09/1997
Leicester,tied,Blackburn,24/09/1997
Man United,tied,Chelsea,24/09/1997
Newcastle,beat,Everton,24/09/1997
Derby,beat,Sheffield Weds,24/09/1997
Leeds,beat,Southampton,24/09/1997
Aston Villa,tied,Sheffield Weds,27/09/1997
Leicester,beat,Barnsley,27/09/1997
Chelsea,beat,Newcastle,27/09/1997
Crystal Palace,tied,Bolton,27/09/1997
Derby,beat,Southampton,27/09/1997
Everton,tied,Arsenal,27/09/1997
Leeds,beat,Man United,27/09/1997
Tottenham,tied,Wimbledon,27/09/1997
West Ham,beat,Liverpool,27/09/1997
Blackburn,tied,Coventry,28/09/1997
Arsenal,beat,Barnsley,04/10/1997
Aston Villa,beat,Bolton,04/10/1997
Coventry,tied,Leeds,04/10/1997
Man United,beat,Crystal Palace,04/10/1997
Newcastle,beat,Tottenham,04/10/1997
Sheffield Weds,beat,Everton,04/10/1997
Southampton,beat,West Ham,04/10/1997
Blackburn,beat,Wimbledon,04/10/1997
Liverpool,beat,Chelsea,05/10/1997
Derby,beat,Leicester,06/10/1997
Wimbledon,beat,Aston Villa,18/10/1997
Blackburn,beat,Southampton,18/10/1997
Chelsea,beat,Leicester,18/10/1997
Crystal Palace,tied,Arsenal,18/10/1997
Derby,tied,Man United,18/10/1997
Everton,beat,Liverpool,18/10/1997
Leeds,beat,Newcastle,18/10/1997
West Ham,beat,Bolton,18/10/1997
Tottenham,beat,Sheffield Weds,19/10/1997
Barnsley,beat,Coventry,20/10/1997
Derby,tied,Wimbledon,22/10/1997
Coventry,tied,Everton,25/10/1997
Liverpool,beat,Derby,25/10/1997
Man United,beat,Barnsley,25/10/1997
Newcastle,tied,Blackburn,25/10/1997
Crystal Palace,beat,Sheffield Weds,25/10/1997
Southampton,beat,Tottenham,25/10/1997
Wimbledon,beat,Leeds,25/10/1997
Arsenal,tied,Aston Villa,26/10/1997
Bolton,beat,Chelsea,26/10/1997
Leicester,beat,West Ham,27/10/1997
Chelsea,beat,Aston Villa,01/11/1997
Barnsley,tied,Blackburn,01/11/1997
Bolton,tied,Liverpool,01/11/1997
Derby,beat,Arsenal,01/11/1997
Man United,beat,Sheffield Weds,01/11/1997
Newcastle,tied,Leicester,01/11/1997
Leeds,beat,Tottenham,01/11/1997
Coventry,beat,Wimbledon,01/11/1997
Southampton,beat,Everton,02/11/1997
Blackburn,beat,Everton,08/11/1997
Coventry,tied,Newcastle,08/11/1997
Crystal Palace,tied,Aston Villa,08/11/1997
Leeds,beat,Derby,08/11/1997
Liverpool,beat,Tottenham,08/11/1997
Sheffield Weds,beat,Bolton,08/11/1997
Southampton,beat,Barnsley,08/11/1997
Arsenal,beat,Man United,09/11/1997
Chelsea,beat,West Ham,09/11/1997
Wimbledon,beat,Leicester,10/11/1997
Aston Villa,beat,Everton,22/11/1997
Blackburn,beat,Chelsea,22/11/1997
Derby,beat,Coventry,22/11/1997
Leicester,tied,Bolton,22/11/1997
Barnsley,beat,Liverpool,22/11/1997
Newcastle,beat,Southampton,22/11/1997
Sheffield Weds,beat,Arsenal,22/11/1997
Man United,beat,Wimbledon,22/11/1997
Leeds,beat,West Ham,23/11/1997
Crystal Palace,beat,Tottenham,24/11/1997
Chelsea,beat,Everton,26/11/1997
Leeds,beat,Barnsley,29/11/1997
Bolton,beat,Wimbledon,29/11/1997
Chelsea,beat,Derby,29/11/1997
Leicester,beat,Coventry,29/11/1997
Newcastle,beat,Crystal Palace,29/11/1997
Tottenham,beat,Everton,29/11/1997
Sheffield Weds,beat,Southampton,29/11/1997
West Ham,beat,Aston Villa,29/11/1997
Liverpool,beat,Arsenal,30/11/1997
Man United,beat,Blackburn,30/11/1997
Bolton,beat,Newcastle,01/12/1997
West Ham,beat,Crystal Palace,03/12/1997
Aston Villa,beat,Coventry,06/12/1997
Blackburn,beat,Bolton,06/12/1997
Derby,beat,West Ham,06/12/1997
Leeds,tied,Everton,06/12/1997
Leicester,tied,Crystal Palace,06/12/1997
Man United,beat,Liverpool,06/12/1997
Arsenal,beat,Newcastle,06/12/1997
Chelsea,beat,Tottenham,06/12/1997
Wimbledon,beat,Southampton,07/12/1997
Sheffield Weds,beat,Barnsley,08/12/1997
Blackburn,beat,Arsenal,13/12/1997
Barnsley,tied,Newcastle,13/12/1997
Chelsea,tied,Leeds,13/12/1997
Coventry,beat,Tottenham,13/12/1997
Liverpool,beat,Crystal Palace,13/12/1997
Everton,tied,Wimbledon,13/12/1997
Southampton,beat,Leicester,13/12/1997
West Ham,beat,Sheffield Weds,13/12/1997
Bolton,tied,Derby,14/12/1997
Man United,beat,Aston Villa,15/12/1997
Newcastle,tied,Derby,17/12/1997
Aston Villa,tied,Southampton,20/12/1997
Blackburn,beat,West Ham,20/12/1997
Derby,tied,Crystal Palace,20/12/1997
Leeds,beat,Bolton,20/12/1997
Everton,beat,Leicester,20/12/1997
Liverpool,beat,Coventry,20/12/1997
Chelsea,beat,Sheffield Weds,20/12/1997
Tottenham,beat,Barnsley,20/12/1997
Man United,beat,Newcastle,21/12/1997
Arsenal,beat,Leicester,26/12/1997
Aston Villa,beat,Tottenham,26/12/1997
Bolton,tied,Barnsley,26/12/1997
Chelsea,tied,Wimbledon,26/12/1997
Crystal Palace,tied,Southampton,26/12/1997
Derby,beat,Newcastle,26/12/1997
Liverpool,beat,Leeds,26/12/1997
Man United,beat,Everton,26/12/1997
Sheffield Weds,tied,Blackburn,26/12/1997
West Ham,beat,Coventry,26/12/1997
Barnsley,beat,Derby,28/12/1997
Blackburn,tied,Crystal Palace,28/12/1997
Coventry,beat,Man United,28/12/1997
Everton,beat,Bolton,28/12/1997
Leeds,tied,Aston Villa,28/12/1997
Leicester,tied,Sheffield Weds,28/12/1997
Liverpool,beat,Newcastle,28/12/1997
Tottenham,tied,Arsenal,28/12/1997
West Ham,beat,Wimbledon,28/12/1997
Southampton,beat,Chelsea,29/12/1997
Arsenal,beat,Leeds,10/01/1998
Aston Villa,tied,Leicester,10/01/1998
Bolton,tied,Southampton,10/01/1998
Chelsea,beat,Coventry,10/01/1998
Everton,beat,Crystal Palace,10/01/1998
Liverpool,beat,Wimbledon,10/01/1998
Man United,beat,Tottenham,10/01/1998
Sheffield Weds,beat,Newcastle,10/01/1998
West Ham,beat,Barnsley,10/01/1998
Derby,beat,Blackburn,11/01/1998
Barnsley,beat,Crystal Palace,17/01/1998
Blackburn,beat,Aston Villa,17/01/1998
Coventry,tied,Arsenal,17/01/1998
Sheffield Weds,beat,Leeds,17/01/1998
Leicester,tied,Liverpool,17/01/1998
Newcastle,beat,Bolton,17/01/1998
Tottenham,beat,West Ham,17/01/1998
Wimbledon,tied,Derby,17/01/1998
Everton,beat,Chelsea,18/01/1998
Southampton,beat,Man United,19/01/1998
Liverpool,beat,Newcastle,20/01/1998
Arsenal,beat,Southampton,31/01/1998
Coventry,beat,Bolton,31/01/1998
Chelsea,beat,Barnsley,31/01/1998
Leeds,beat,Crystal Palace,31/01/1998
Derby,beat,Tottenham,31/01/1998
Liverpool,tied,Blackburn,31/01/1998
Leicester,beat,Man United,31/01/1998
Sheffield Weds,tied,Wimbledon,31/01/1998
West Ham,tied,Everton,31/01/1998
Newcastle,beat,Aston Villa,01/02/1998
Barnsley,tied,Everton,07/02/1998
Tottenham,beat,Blackburn,07/02/1998
Coventry,beat,Sheffield Weds,07/02/1998
Aston Villa,beat,Derby,07/02/1998
Leicester,beat,Leeds,07/02/1998
Southampton,beat,Liverpool,07/02/1998
Man United,tied,Bolton,07/02/1998
West Ham,beat,Newcastle,07/02/1998
Arsenal,beat,Chelsea,08/02/1998
Wimbledon,beat,Crystal Palace,09/02/1998
Derby,beat,Everton,14/02/1998
Sheffield Weds,tied,Liverpool,14/02/1998
Tottenham,tied,Leicester,14/02/1998
Man United,beat,Aston Villa,18/02/1998
Coventry,beat,Southampton,18/02/1998
Arsenal,beat,Crystal Palace,21/02/1998
Bolton,tied,West Ham,21/02/1998
Coventry,beat,Barnsley,21/02/1998
Leicester,beat,Chelsea,21/02/1998
Man United,beat,Derby,21/02/1998
Sheffield Weds,beat,Tottenham,21/02/1998
Southampton,beat,Blackburn,21/02/1998
Wimbledon,beat,Aston Villa,21/02/1998
Newcastle,tied,Leeds,22/02/1998
Liverpool,tied,Everton,23/02/1998
Aston Villa,beat,Liverpool,28/02/1998
Barnsley,beat,Wimbledon,28/02/1998
Blackburn,beat,Leicester,28/02/1998
Man United,beat,Chelsea,28/02/1998
Coventry,beat,Crystal Palace,28/02/1998
Derby,beat,Sheffield Weds,28/02/1998
Everton,tied,Newcastle,28/02/1998
Southampton,beat,Leeds,28/02/1998
Tottenham,beat,Bolton,01/03/1998
West Ham,tied,Arsenal,02/03/1998
Leeds,beat,Tottenham,04/03/1998
Liverpool,beat,Bolton,07/03/1998
Sheffield Weds,beat,Man United,07/03/1998
Southampton,beat,Everton,07/03/1998
Aston Villa,beat,Chelsea,08/03/1998
Barnsley,beat,Aston Villa,11/03/1998
Chelsea,beat,Crystal Palace,11/03/1998
Leeds,beat,Blackburn,11/03/1998
West Ham,tied,Man United,11/03/1998
Arsenal,beat,Wimbledon,11/03/1998
Aston Villa,beat,Crystal Palace,14/03/1998
Barnsley,beat,Southampton,14/03/1998
Bolton,beat,Sheffield Weds,14/03/1998
Everton,beat,Blackburn,14/03/1998
Arsenal,beat,Man United,14/03/1998
Newcastle,tied,Coventry,14/03/1998
Tottenham,tied,Liverpool,14/03/1998
West Ham,beat,Chelsea,14/03/1998
Wimbledon,beat,Leicester,14/03/1998
Leeds,beat,Derby,15/03/1998
Crystal Palace,beat,Newcastle,18/03/1998
Arsenal,beat,Sheffield Weds,28/03/1998
Liverpool,beat,Barnsley,28/03/1998
Bolton,beat,Leicester,28/03/1998
Coventry,beat,Derby,28/03/1998
Tottenham,beat,Crystal Palace,28/03/1998
Aston Villa,beat,Everton,28/03/1998
Man United,beat,Wimbledon,28/03/1998
Southampton,beat,Newcastle,28/03/1998
West Ham,beat,Leeds,30/03/1998
Blackburn,beat,Barnsley,31/03/1998
Arsenal,beat,Bolton,31/03/1998
Wimbledon,tied,Newcastle,31/03/1998
Aston Villa,beat,West Ham,04/04/1998
Leeds,beat,Barnsley,04/04/1998
Leicester,tied,Coventry,04/04/1998
Sheffield Weds,beat,Southampton,04/04/1998
Tottenham,tied,Everton,04/04/1998
Wimbledon,tied,Bolton,04/04/1998
Chelsea,beat,Derby,05/04/1998
Man United,beat,Blackburn,06/04/1998
Leeds,beat,Chelsea,08/04/1998
Man United,tied,Liverpool,10/04/1998
Arsenal,beat,Newcastle,11/04/1998
Barnsley,beat,Sheffield Weds,11/04/1998
Bolton,beat,Blackburn,11/04/1998
Chelsea,beat,Tottenham,11/04/1998
Aston Villa,beat,Coventry,11/04/1998
Leicester,beat,Crystal Palace,11/04/1998
Everton,beat,Leeds,11/04/1998
Wimbledon,beat,Southampton,11/04/1998
West Ham,tied,Derby,11/04/1998
Arsenal,beat,Blackburn,13/04/1998
Derby,beat,Bolton,13/04/1998
Liverpool,beat,Crystal Palace,13/04/1998
Newcastle,beat,Barnsley,13/04/1998
Sheffield Weds,tied,West Ham,13/04/1998
Tottenham,tied,Coventry,13/04/1998
Wimbledon,tied,Everton,13/04/1998
Leicester,tied,Southampton,14/04/1998
Arsenal,beat,Wimbledon,18/04/1998
Barnsley,tied,Tottenham,18/04/1998
Leeds,beat,Bolton,18/04/1998
Crystal Palace,beat,Derby,18/04/1998
Everton,tied,Leicester,18/04/1998
Man United,tied,Newcastle,18/04/1998
Aston Villa,beat,Southampton,18/04/1998
West Ham,beat,Blackburn,18/04/1998
Chelsea,beat,Sheffield Weds,19/04/1998
Coventry,tied,Liverpool,19/04/1998
Bolton,beat,Aston Villa,25/04/1998
Arsenal,beat,Barnsley,25/04/1998
Blackburn,tied,Wimbledon,25/04/1998
Chelsea,beat,Liverpool,25/04/1998
Sheffield Weds,beat,Everton,25/04/1998
Leeds,tied,Coventry,25/04/1998
Tottenham,beat,Newcastle,25/04/1998
Southampton,beat,West Ham,25/04/1998
Leicester,beat,Derby,26/04/1998
Man United,beat,Crystal Palace,27/04/1998
Arsenal,beat,Derby,29/04/1998
Blackburn,beat,Chelsea,29/04/1998
Coventry,tied,Wimbledon,29/04/1998
Leicester,tied,Newcastle,29/04/1998
Bolton,beat,Crystal Palace,02/05/1998
Coventry,beat,Blackburn,02/05/1998
Leicester,beat,Barnsley,02/05/1998
Liverpool,beat,West Ham,02/05/1998
Newcastle,beat,Chelsea,02/05/1998
Aston Villa,beat,Sheffield Weds,02/05/1998
Derby,beat,Southampton,02/05/1998
Tottenham,beat,Wimbledon,02/05/1998
Arsenal,beat,Everton,03/05/1998
Man United,beat,Leeds,04/05/1998
Crystal Palace,tied,West Ham,05/05/1998
Liverpool,beat,Arsenal,06/05/1998
Aston Villa,beat,Arsenal,10/05/1998
Man United,beat,Barnsley,10/05/1998
Blackburn,beat,Newcastle,10/05/1998
Chelsea,beat,Bolton,10/05/1998
Crystal Palace,beat,Sheffield Weds,10/05/1998
Derby,beat,Liverpool,10/05/1998
Everton,tied,Coventry,10/05/1998
Leeds,tied,Wimbledon,10/05/1998
Tottenham,tied,Southampton,10/05/1998
West Ham,beat,Leicester,10/05/1998
Blackburn,tied,Derby,15/08/1998
Coventry,beat,Chelsea,15/08/1998
Everton,tied,Aston Villa,15/08/1998
Man United,tied,Leicester,15/08/1998
Middlesbrough,tied,Leeds,15/08/1998
Newcastle,tied,Charlton,15/08/1998
West Ham,beat,Sheffield Weds,15/08/1998
Wimbledon,beat,Tottenham,15/08/1998
Liverpool,beat,Southampton,16/08/1998
Arsenal,beat,Nott'm Forest,17/08/1998
Charlton,beat,Southampton,22/08/1998
Chelsea,tied,Newcastle,22/08/1998
Derby,tied,Wimbledon,22/08/1998
Leicester,beat,Everton,22/08/1998
Liverpool,tied,Arsenal,22/08/1998
Nott'm Forest,beat,Coventry,22/08/1998
Sheffield Weds,beat,Tottenham,22/08/1998
West Ham,tied,Man United,22/08/1998
Aston Villa,beat,Middlesbrough,23/08/1998
Leeds,beat,Blackburn,24/08/1998
Arsenal,tied,Charlton,29/08/1998
Blackburn,beat,Leicester,29/08/1998
Coventry,tied,West Ham,29/08/1998
Tottenham,beat,Everton,29/08/1998
Middlesbrough,tied,Derby,29/08/1998
Aston Villa,beat,Sheffield Weds,29/08/1998
Nott'm Forest,beat,Southampton,29/08/1998
Wimbledon,tied,Leeds,29/08/1998
Liverpool,beat,Newcastle,30/08/1998
Leeds,beat,Southampton,08/09/1998
Everton,beat,Nott'm Forest,08/09/1998
Aston Villa,beat,Newcastle,09/09/1998
Chelsea,tied,Arsenal,09/09/1998
Derby,beat,Sheffield Weds,09/09/1998
Middlesbrough,beat,Leicester,09/09/1998
Liverpool,beat,Coventry,09/09/1998
Man United,beat,Charlton,09/09/1998
Tottenham,beat,Blackburn,09/09/1998
Wimbledon,beat,West Ham,09/09/1998
Aston Villa,beat,Wimbledon,12/09/1998
Derby,beat,Charlton,12/09/1998
Chelsea,beat,Nott'm Forest,12/09/1998
Everton,tied,Leeds,12/09/1998
Leicester,tied,Arsenal,12/09/1998
Man United,beat,Coventry,12/09/1998
Newcastle,beat,Southampton,12/09/1998
Sheffield Weds,beat,Blackburn,12/09/1998
West Ham,beat,Liverpool,12/09/1998
Middlesbrough,beat,Tottenham,13/09/1998
